	Z1	Z2	Z3	St_coeff1	St_coeff2	St_coeff3	Eneg1	Eneg2	Eneg3	Space Group	Composition
22186	38	49	15	3.0	1.0	3.0	0.95	1.78	2.19	62	Sr3 In1 P3
22187	55	1	12	3.0	5.0	1.0	0.79	2.2	1.31	130	Cs3 Mg1 H5
22188	1	12	37	5.0	1.0	3.0	2.2	1.31	0.82	130	Rb3 Mg1 H5
22189	1	20	37	3.0	1.0	1.0	2.2	1.0	0.82	221	Rb1 Ca1 H3
22190	1	20	37	4.0	1.0	2.0	2.2	1.0	0.82	139	Rb2 Ca1 H4
22191	55	27	7	2.0	3.0	24.0	0.79	1.88	3.04	14	Cs2 Co3 N24
22192	1	19	5	6.0	2.0	6.0	2.2	0.82	2.04	225	K2 B6 H6
22193	55	1	5	2.0	6.0	6.0	0.79	2.2	2.04	225	Cs2 B6 H6
22194	42	5	68	1.0	3.0	1.0	2.16	2.04	1.24	11	Er1 B3 Mo1
22195	55	1	5	1.0	8.0	3.0	0.79	2.2	2.04	40	Cs1 B3 H8
22196	11	33	72	5.0	3.0	1.0	0.93	2.18	1.3	14	Na5 Hf1 As3
22197	11	80	15	4.0	1.0	2.0	0.93	2.0	2.19	166	Na4 Hg1 P2
22198	11	48	15	4.0	1.0	2.0	0.93	1.69	2.19	166	Na4 Cd1 P2
22199	15	19	80	2.0	4.0	1.0	2.19	0.82	2.0	166	K4 Hg1 P2
22200	11	73	7	1.0	1.0	2.0	0.93	1.5	3.04	166	Na1 Ta1 N2
22201	44	66	15	19.0	5.0	12.0	2.2	1.22	2.19	189	Dy5 P12 Ru19
22202	63	15	27	1.0	5.0	8.0	0.0	2.19	1.88	59	Eu1 Co8 P5
22203	11	5	77	1.0	4.0	3.0	0.93	2.04	2.2	67	Na1 B4 Ir3
22204	15	45	57	17.0	32.0	6.0	2.19	2.28	1.1	176	La6 P17 Rh32
22205	39	5	26	3.0	14.0	62.0	1.22	2.04	1.83	229	Y3 Fe62 B14
22206	5	60	26	6.0	5.0	2.0	2.04	1.14	1.83	166	Nd5 Fe2 B6
22207	1	19	12	4.0	2.0	1.0	2.2	0.82	1.31	139	K2 Mg1 H4
22208	21	41	7	1.0	1.0	1.0	1.36	1.6	3.04	194	Sc1 Nb1 N1
22209	3	26	7	3.0	1.0	2.0	0.98	1.83	3.04	72	Li3 Fe1 N2
22210	12	76	1	2.0	1.0	6.0	1.31	2.2	2.2	225	D6 Mg2 Os1
22211	5	45	57	4.0	5.0	2.0	2.04	2.28	1.1	69	La2 B4 Rh5
22212	63	5	45	2.0	4.0	5.0	0.0	2.04	2.28	69	Eu2 B4 Rh5
22213	5	26	67	1.0	14.0	2.0	2.04	1.83	1.23	136	Ho2 Fe14 B1
22214	5	58	7	2.0	3.0	4.0	2.04	1.12	3.04	71	Ce3 B2 N4
22215	11	5	7	3.0	1.0	2.0	0.93	2.04	3.04	14	Na3 B1 N2
22216	42	3	7	1.0	6.0	4.0	2.16	0.98	3.04	137	Li6 Mo1 N4
22217	3	74	7	6.0	1.0	4.0	0.98	2.36	3.04	137	Li6 W1 N4
22218	24	3	7	2.0	15.0	9.0	1.66	0.98	3.04	130	Li15 Cr2 N9
22219	3	26	7	4.0	1.0	2.0	0.98	1.83	3.04	71	Li4 Fe1 N2
22220	15	3	7	1.0	7.0	4.0	2.19	0.98	3.04	218	Li7 P1 N4
22221	20	30	7	2.0	1.0	2.0	1.0	1.65	3.04	139	Ca2 Zn1 N2
22222	55	1	12	2.0	4.0	1.0	0.79	2.2	1.31	62	Cs2 Mg1 H4
22223	1	12	37	4.0	1.0	2.0	2.2	1.31	0.82	62	Rb2 Mg1 H4
22224	21	73	7	1.0	1.0	1.0	1.36	1.5	3.04	194	Sc1 Ta1 N1
22225	1	5	7	11.0	9.0	4.0	2.2	2.04	3.04	14	B9 H11 N4
22226	33	27	26	1.0	1.0	1.0	2.18	1.88	1.83	189	Fe1 Co1 As1
22227	44	1	3	1.0	6.0	4.0	2.2	2.2	0.98	167	D6 Li4 Ru1
22228	11	1	44	4.0	6.0	1.0	0.93	2.2	2.2	167	D6 Na4 Ru1
22229	76	1	3	1.0	6.0	4.0	2.2	2.2	0.98	167	D6 Li4 Os1
22230	42	56	7	1.0	3.0	4.0	2.16	0.89	3.04	61	Ba3 Mo1 N4
22231	56	74	7	3.0	1.0	4.0	0.89	2.36	3.04	61	Ba3 W1 N4
22232	15	27	3	4.0	6.0	1.0	2.19	1.88	0.98	187	Li1 Co6 P4
22233	11	56	7	1.0	3.0	1.0	0.93	0.89	3.04	194	Ba3 Na1 N1
22234	1	56	7	1.0	2.0	1.0	2.2	0.89	3.04	166	Ba2 H1 N1
22235	3	73	7	7.0	1.0	4.0	0.98	1.5	3.04	205	Li7 Ta1 N4
22236	26	58	7	17.0	2.0	3.0	1.83	1.12	3.04	166	Ce2 Fe17 N3
22237	60	26	7	2.0	17.0	3.0	1.14	1.83	3.04	166	Nd2 Fe17 N3
22238	11	42	7	3.0	1.0	3.0	0.93	2.16	3.04	9	Na3 Mo1 N3
22239	55	57	7	3.0	1.0	18.0	0.79	1.1	3.04	2	Cs3 La1 N18
22240	55	73	7	1.0	1.0	2.0	0.79	1.5	3.04	227	Cs1 Ta1 N2
22241	27	92	15	2.0	1.0	2.0	1.88	1.38	2.19	129	U1 Co2 P2
22242	15	70	27	19.0	6.0	30.0	2.19	0.0	1.88	174	Yb6 Co30 P19
22243	20	5	45	1.0	2.0	3.0	1.0	2.04	2.28	191	Ca1 B2 Rh3
22244	20	5	45	2.0	4.0	5.0	1.0	2.04	2.28	69	Ca2 B4 Rh5
22245	38	5	45	2.0	4.0	5.0	0.95	2.04	2.28	69	Sr2 B4 Rh5
22246	20	5	45	3.0	6.0	8.0	1.0	2.04	2.28	69	Ca3 B6 Rh8
22247	38	5	45	3.0	6.0	8.0	0.95	2.04	2.28	69	Sr3 B6 Rh8
22248	38	5	45	5.0	10.0	14.0	0.95	2.04	2.28	69	Sr5 B10 Rh14
22249	20	5	45	7.0	14.0	20.0	1.0	2.04	2.28	69	Ca7 B14 Rh20
22250	15	27	67	12.0	19.0	5.0	2.19	1.88	1.23	189	Ho5 Co19 P12
22251	39	27	1	1.0	3.0	1.0	1.22	1.88	2.2	166	D1 Y1 Co3
22252	15	3	7	4.0	10.0	10.0	2.19	0.98	3.04	227	Li10 P4 N10
22253	5	92	7	1.0	1.0	1.0	2.04	1.38	3.04	63	U1 B1 N1
22254	5	3	7	1.0	3.0	2.0	2.04	0.98	3.04	136	Li3 B1 N2
22255	22	13	7	3.0	2.0	2.0	1.54	1.61	3.04	186	Ti3 Al2 N2
22256	33	20	31	11.0	14.0	1.0	2.18	1.0	1.81	142	Ca14 Ga1 As11
22257	33	19	49	6.0	4.0	4.0	2.18	0.82	1.78	14	K4 In4 As6
22258	51	19	49	6.0	4.0	4.0	2.05	0.82	1.78	14	K4 In4 Sb6
22259	41	3	7	1.0	7.0	4.0	1.6	0.98	3.04	205	Li7 Nb1 N4
22260	24	92	15	6.0	1.0	4.0	1.66	1.38	2.19	59	U1 Cr6 P4
22261	20	26	7	2.0	1.0	2.0	1.0	1.83	3.04	12	Ca2 Fe1 N2
22262	38	26	7	2.0	1.0	2.0	0.95	1.83	3.04	2	Sr2 Fe1 N2
22263	44	12	1	1.0	2.0	4.0	2.2	1.31	2.2	63	Mg2 Ru1 H4
22264	44	12	1	1.0	2.0	4.0	2.2	1.31	2.2	63	D4 Mg2 Ru1
22265	15	20	7	1.0	2.0	3.0	2.19	1.0	3.04	64	Ca2 P1 N3
22266	55	41	7	1.0	1.0	2.0	0.79	1.6	3.04	227	Cs1 Nb1 N2
22267	5	45	68	2.0	3.0	1.0	2.04	2.28	1.24	12	Er1 B2 Rh3
22268	15	26	90	12.0	19.0	5.0	2.19	1.83	1.3	12	Th5 Fe19 P12
22269	15	26	90	2.0	4.0	1.0	2.19	1.83	1.3	58	Th1 Fe4 P2
22270	33	20	7	1.0	3.0	1.0	2.18	1.0	3.04	62	Ca3 As1 N1
22271	12	73	7	2.0	2.0	4.0	1.31	1.5	3.04	225	Mg2 Ta2 N4
22272	30	77	5	1.0	4.0	3.0	1.65	2.2	2.04	47	Zn1 B3 Ir4
22273	30	77	5	1.0	2.0	2.0	1.65	2.2	2.04	139	Zn1 B2 Ir2
22274	30	77	5	2.0	2.0	1.0	1.65	2.2	2.04	63	Zn2 B1 Ir2
22275	11	74	15	6.0	1.0	4.0	0.93	2.36	2.19	186	Na6 P4 W1
22276	44	12	1	1.0	3.0	3.0	2.2	1.31	2.2	136	D3 Mg3 Ru1
22277	38	33	31	14.0	11.0	1.0	0.95	2.18	1.81	142	Sr14 Ga1 As11
22278	60	26	7	2.0	17.0	2.0	1.14	1.83	3.04	166	Nd2 Fe17 N2
22279	42	3	7	1.0	1.0	2.0	2.16	0.98	3.04	160	Li1 Mo1 N2
22280	44	90	15	2.0	1.0	2.0	2.2	1.3	2.19	62	Th1 P2 Ru2
22281	38	12	1	1.0	1.0	4.0	0.95	1.31	2.2	36	D4 Sr1 Mg1
22282	12	27	1	6.0	2.0	11.0	1.31	1.88	2.2	62	D11 Mg6 Co2
22283	59	5	7	1.0	1.0	2.0	1.13	2.04	3.04	161	Pr1 B1 N2
22284	20	7	23	3.0	3.0	1.0	1.0	3.04	1.63	63	Ca3 V1 N3
22285	11	13	15	3.0	1.0	2.0	0.93	1.61	2.19	72	Na3 Al1 P2
22286	15	19	49	2.0	3.0	1.0	2.19	0.82	1.78	72	K3 In1 P2
22287	24	92	15	5.0	1.0	3.0	1.66	1.38	2.19	11	U1 Cr5 P3
22288	11	33	22	8.0	4.0	1.0	0.93	2.18	1.54	227	Na8 Ti1 As4
22289	44	12	1	1.0	3.0	6.0	2.2	1.31	2.2	63	D6 Mg3 Ru1
22290	15	77	56	1.0	1.0	1.0	2.19	2.2	0.89	198	Ba1 P1 Ir1
22291	63	15	77	1.0	2.0	2.0	0.0	2.19	2.2	154	Eu1 P2 Ir2
22292	12	77	1	4.0	1.0	5.0	1.31	2.2	2.2	74	D5 Mg4 Ir1
22293	12	70	1	3.0	4.0	14.0	1.31	0.0	2.2	189	Yb4 D14 Mg3
22294	5	65	26	1.0	2.0	14.0	2.04	0.0	1.83	136	Tb2 Fe14 B1
22295	27	60	15	2.0	1.0	2.0	1.88	1.14	2.19	139	Nd1 Co2 P2
22296	12	20	1	3.0	4.0	14.0	1.31	1.0	2.2	189	D14 Ca4 Mg3
22297	11	38	15	2.0	3.0	4.0	0.93	0.95	2.19	62	Na2 Sr3 P4
22298	63	15	11	3.0	4.0	2.0	0.0	2.19	0.93	62	Eu3 Na2 P4
22299	63	11	33	3.0	2.0	4.0	0.0	0.93	2.18	62	Eu3 Na2 As4
22300	73	56	7	1.0	2.0	3.0	1.5	0.89	3.04	15	Ba2 Ta1 N3
22301	33	30	3	1.0	1.0	1.0	2.18	1.65	0.98	216	Li1 Zn1 As1
22302	3	1	7	1.0	12.0	4.0	0.98	2.2	3.04	220	D12 Li1 N4
22303	56	58	7	1.0	1.0	2.0	0.89	1.12	3.04	194	Ba1 Ce1 N2
22304	38	13	7	3.0	2.0	4.0	0.95	1.61	3.04	52	Sr3 Al2 N4
22305	1	5	7	10.0	9.0	1.0	2.2	2.04	3.04	14	B9 H10 N1
22306	55	33	26	1.0	2.0	2.0	0.79	2.18	1.83	139	Cs1 Fe2 As2
22307	45	1	3	1.0	6.0	3.0	2.28	2.2	0.98	62	D6 Li3 Rh1
22308	56	40	7	1.0	1.0	2.0	0.89	1.33	3.04	129	Ba1 Zr1 N2
22309	41	56	7	1.0	2.0	3.0	1.6	0.89	3.04	15	Ba2 Nb1 N3
22310	1	7	15	12.0	9.0	3.0	2.2	3.04	2.19	14	P3 H12 N9
22311	1	45	38	5.0	1.0	2.0	2.2	2.28	0.95	225	Sr2 H5 Rh1
22312	1	45	38	23.0	5.0	8.0	2.2	2.28	0.95	221	Sr8 H23 Rh5
22313	15	41	40	1.0	1.0	1.0	2.19	1.6	1.33	62	Zr1 Nb1 P1
22314	15	41	72	1.0	1.0	1.0	2.19	1.6	1.3	62	Hf1 Nb1 P1
22315	5	3	77	1.0	1.0	1.0	2.04	0.98	2.2	70	Li1 B1 Ir1
22316	38	12	1	2.0	3.0	10.0	0.95	1.31	2.2	12	D10 Sr2 Mg3
22317	11	74	7	3.0	1.0	3.0	0.93	2.36	3.04	9	Na3 W1 N3
22318	5	27	62	3.0	7.0	2.0	2.04	1.88	1.17	191	Sm2 Co7 B3
22319	77	56	1	2.0	3.0	12.0	2.2	0.89	2.2	164	D12 Ba3 Ir2
22320	26	74	7	1.0	1.0	2.0	1.83	2.36	3.04	163	Fe1 W1 N2
22321	5	31	77	1.0	8.0	4.0	2.04	1.81	2.2	142	Ga8 B1 Ir4
22322	22	56	7	4.0	10.0	12.0	1.54	0.89	3.04	2	Ba10 Ti4 N12
22323	12	20	7	2.0	1.0	2.0	1.31	1.0	3.04	164	Ca1 Mg2 N2
22324	73	56	7	2.0	9.0	12.0	1.5	0.89	3.04	2	Ba9 Ta2 N12
22325	11	56	7	16.0	6.0	1.0	0.93	0.89	3.04	229	Ba6 Na16 N1
22326	20	1	7	2.0	1.0	1.0	1.0	2.2	3.04	227	D1 Ca2 N1
22327	15	26	90	3.0	5.0	1.0	2.19	1.83	1.3	62	Th1 Fe5 P3
22328	30	19	1	1.0	2.0	4.0	1.65	0.82	2.2	62	D4 K2 Zn1
22329	30	19	1	1.0	3.0	5.0	1.65	0.82	2.2	140	D5 K3 Zn1
22330	12	56	1	3.0	2.0	10.0	1.31	0.89	2.2	12	D10 Ba2 Mg3
22331	12	5	7	3.0	1.0	3.0	1.31	2.04	3.04	194	Mg3 B1 N3
22332	12	56	1	1.0	2.0	6.0	1.31	0.89	2.2	164	D6 Ba2 Mg1
22333	63	15	26	1.0	12.0	4.0	0.0	2.19	1.83	204	Eu1 Fe4 P12
22334	15	92	26	12.0	1.0	4.0	2.19	1.38	1.83	204	U1 Fe4 P12
22335	51	60	26	12.0	1.0	4.0	2.05	1.14	1.83	204	Nd1 Fe4 Sb12
22336	63	51	44	1.0	12.0	4.0	0.0	2.05	2.2	204	Eu1 Sb12 Ru4
22337	51	76	60	12.0	4.0	1.0	2.05	2.2	1.14	204	Nd1 Sb12 Os4
22338	12	70	1	8.0	19.0	54.0	1.31	0.0	2.2	204	Yb19 D54 Mg8
22339	1	12	70	54.0	8.0	19.0	2.2	1.31	0.0	204	Yb19 Mg8 H54
22340	33	19	3	1.0	1.0	2.0	2.18	0.82	0.98	59	K1 Li2 As1
22341	38	41	33	13.0	1.0	11.0	0.95	1.6	2.18	142	Sr13 Nb1 As11
22342	63	41	33	13.0	1.0	11.0	0.0	1.6	2.18	142	Eu13 Nb1 As11
22343	63	15	48	1.0	2.0	2.0	0.0	2.19	1.69	164	Eu1 Cd2 P2
22344	63	51	48	1.0	2.0	2.0	0.0	2.05	1.69	164	Eu1 Cd2 Sb2
22345	51	70	48	2.0	1.0	2.0	2.05	0.0	1.69	164	Yb1 Cd2 Sb2
22346	11	41	7	1.0	1.0	2.0	0.93	1.6	3.04	166	Na1 Nb1 N2
22347	38	77	15	1.0	2.0	2.0	0.95	2.2	2.19	154	Sr1 P2 Ir2
22348	5	26	90	10.0	1.0	2.0	2.04	1.83	1.3	55	Th2 Fe1 B10
22349	5	27	90	10.0	1.0	2.0	2.04	1.88	1.3	55	Th2 Co1 B10
22350	24	58	7	1.0	2.0	3.0	1.66	1.12	3.04	71	Ce2 Cr1 N3
22351	38	7	23	2.0	3.0	1.0	0.95	3.04	1.63	15	Sr2 V1 N3
22352	7	56	23	3.0	2.0	1.0	3.04	0.89	1.63	64	Ba2 V1 N3
22353	38	30	7	2.0	1.0	2.0	0.95	1.65	3.04	139	Sr2 Zn1 N2
22354	30	56	7	1.0	2.0	2.0	1.65	0.89	3.04	139	Ba2 Zn1 N2
22355	51	57	22	5.0	3.0	1.0	2.05	1.1	1.54	193	La3 Ti1 Sb5
22356	15	30	62	3.0	3.0	1.0	2.19	1.65	1.17	194	Sm1 Zn3 P3
22357	42	5	92	10.0	24.0	5.0	2.16	2.04	1.38	59	U5 B24 Mo10
22358	15	56	49	11.0	14.0	1.0	2.19	0.89	1.78	142	Ba14 In1 P11
22359	11	33	38	2.0	4.0	3.0	0.93	2.18	0.95	62	Na2 Sr3 As4
22360	24	5	90	1.0	4.0	1.0	1.66	2.04	1.3	55	Th1 Cr1 B4
22361	24	5	90	2.0	6.0	1.0	1.66	2.04	1.3	71	Th1 Cr2 B6
22362	24	56	7	1.0	5.0	5.0	1.66	0.89	3.04	12	Ba5 Cr1 N5
22363	38	40	7	1.0	1.0	2.0	0.95	1.33	3.04	166	Sr1 Zr1 N2
22364	38	72	7	1.0	1.0	2.0	0.95	1.3	3.04	166	Sr1 Hf1 N2
22365	56	31	7	3.0	2.0	4.0	0.89	1.81	3.04	52	Ba3 Ga2 N4
22366	56	31	1	5.0	6.0	2.0	0.89	1.81	2.2	158	D2 Ba5 Ga6
22367	51	37	49	3.0	2.0	2.0	2.05	0.82	1.78	14	Rb2 In2 Sb3
22368	51	37	11	7.0	7.0	16.0	2.05	0.82	0.93	225	Rb7 Na16 Sb7
22369	30	1	37	1.0	4.0	2.0	1.65	2.2	0.82	62	D4 Rb2 Zn1
22370	55	30	1	2.0	1.0	4.0	0.79	1.65	2.2	62	D4 Cs2 Zn1
22371	51	40	57	5.0	1.0	3.0	2.05	1.33	1.1	193	La3 Zr1 Sb5
22372	51	72	57	5.0	1.0	3.0	2.05	1.3	1.1	193	La3 Hf1 Sb5
22373	24	57	51	1.0	1.0	3.0	1.66	1.1	2.05	57	La1 Cr1 Sb3
22374	51	41	26	1.0	1.0	1.0	2.05	1.6	1.83	216	Nb1 Fe1 Sb1
22375	51	41	44	1.0	1.0	1.0	2.05	1.6	2.2	216	Nb1 Sb1 Ru1
22376	33	27	40	2.0	1.0	6.0	2.18	1.88	1.33	189	Zr6 Co1 As2
22377	30	1	37	1.0	5.0	3.0	1.65	2.2	0.82	140	D5 Rb3 Zn1
22378	55	30	1	3.0	1.0	5.0	0.79	1.65	2.2	140	D5 Cs3 Zn1
22379	12	56	1	7.0	6.0	26.0	1.31	0.89	2.2	71	D26 Ba6 Mg7
22380	73	1	23	1.0	1.0	2.0	1.5	2.2	1.63	227	D1 Ta1 V2
22381	12	1	57	2.0	7.0	1.0	1.31	2.2	1.1	92	D7 La1 Mg2
22382	12	1	58	2.0	7.0	1.0	1.31	2.2	1.12	92	D7 Ce1 Mg2
22383	12	56	1	1.0	1.0	4.0	1.31	0.89	2.2	63	D4 Ba1 Mg1
22384	15	27	67	7.0	12.0	2.0	2.19	1.88	1.23	174	Ho2 Co12 P7
22385	24	74	7	1.0	1.0	2.0	1.66	2.36	3.04	160	Cr1 W1 N2
22386	15	27	40	1.0	1.0	2.0	2.19	1.88	1.33	11	Zr2 Co1 P1
22387	72	27	15	2.0	1.0	1.0	1.3	1.88	2.19	11	Hf2 Co1 P1
22388	11	73	7	1.0	3.0	5.0	0.93	1.5	3.04	63	Na1 Ta3 N5
22389	26	74	7	4.0	2.0	1.0	1.83	2.36	3.04	227	Fe4 W2 N1
22390	1	3	7	1.0	4.0	1.0	2.2	0.98	3.04	88	Li4 H1 N1
22391	3	1	7	4.0	1.0	1.0	0.98	2.2	3.04	88	D1 Li4 N1
22392	1	22	15	5.0	3.0	1.0	2.2	1.54	2.19	133	Ti3 P1 H5
22393	51	30	57	15.0	1.0	6.0	2.05	1.65	1.1	44	La6 Zn1 Sb15
22394	38	22	7	1.0	1.0	2.0	0.95	1.54	3.04	129	Sr1 Ti1 N2
22395	20	5	7	9.0	6.0	12.0	1.0	2.04	3.04	229	Ca9 B6 N12
22396	27	74	7	3.0	3.0	1.0	1.88	2.36	3.04	227	Co3 W3 N1
22397	72	33	27	5.0	3.0	1.0	1.3	2.18	1.88	62	Hf5 Co1 As3
22398	12	1	37	1.0	4.0	2.0	1.31	2.2	0.82	62	D4 Rb2 Mg1
22399	12	1	37	1.0	5.0	3.0	1.31	2.2	0.82	140	D5 Rb3 Mg1
22400	15	72	40	1.0	1.0	1.0	2.19	1.3	1.33	65	Hf1 Zr1 P1
22401	20	31	7	3.0	2.0	4.0	1.0	1.81	3.04	142	Ca3 Ga2 N4
22402	1	40	26	5.0	2.0	1.0	2.2	1.33	1.83	130	D5 Zr2 Fe1
22403	15	72	26	1.0	1.0	1.0	2.19	1.3	1.83	62	Hf1 Fe1 P1
22404	15	27	57	3.0	5.0	1.0	2.19	1.88	1.1	63	La1 Co5 P3
22405	27	5	92	4.0	4.0	1.0	1.88	2.04	1.38	137	U1 Co4 B4
22406	15	26	73	1.0	1.0	4.0	2.19	1.83	1.5	124	Ta4 Fe1 P1
22407	27	5	92	7.0	2.0	3.0	1.88	2.04	1.38	194	U3 Co7 B2
22408	60	5	76	1.0	4.0	4.0	1.14	2.04	2.2	86	Nd1 B4 Os4
22409	4	33	3	1.0	1.0	1.0	1.57	2.18	0.98	129	Li1 Be1 As1
22410	12	20	33	2.0	1.0	2.0	1.31	1.0	2.18	164	Ca1 Mg2 As2
22411	51	12	20	2.0	2.0	1.0	2.05	1.31	1.0	164	Ca1 Mg2 Sb2
22412	51	12	38	2.0	2.0	1.0	2.05	1.31	0.95	164	Sr1 Mg2 Sb2
22413	51	12	56	2.0	2.0	1.0	2.05	1.31	0.89	164	Ba1 Mg2 Sb2
22414	12	20	83	2.0	1.0	2.0	1.31	1.0	2.02	164	Ca1 Mg2 Bi2
22415	12	56	83	2.0	1.0	2.0	1.31	0.89	2.02	164	Ba1 Mg2 Bi2
22416	15	20	30	2.0	1.0	2.0	2.19	1.0	1.65	164	Ca1 Zn2 P2
22417	15	20	48	2.0	1.0	2.0	2.19	1.0	1.69	164	Ca1 Cd2 P2
22418	30	20	33	2.0	1.0	2.0	1.65	1.0	2.18	164	Ca1 Zn2 As2
22419	33	20	48	2.0	1.0	2.0	2.18	1.0	1.69	164	Ca1 Cd2 As2
22420	11	33	4	1.0	1.0	1.0	0.93	2.18	1.57	194	Na1 Be1 As1
22421	51	11	4	1.0	1.0	1.0	2.05	0.93	1.57	194	Na1 Be1 Sb1
22422	51	3	4	1.0	1.0	1.0	2.05	0.98	1.57	186	Li1 Be1 Sb1
22423	30	83	3	1.0	1.0	1.0	1.65	2.02	0.98	186	Li1 Zn1 Bi1
22424	15	30	70	2.0	2.0	1.0	2.19	1.65	0.0	164	Yb1 Zn2 P2
22425	5	60	77	4.0	1.0	4.0	2.04	1.14	2.2	86	Nd1 B4 Ir4
22426	42	73	7	1.0	1.0	1.0	2.16	1.5	3.04	129	Ta1 Mo1 N1
22427	55	38	7	1.0	1.0	9.0	0.79	0.95	3.04	15	Cs1 Sr1 N9
22428	55	38	7	2.0	1.0	12.0	0.79	0.95	3.04	63	Cs2 Sr1 N12
22429	26	1	22	1.0	1.0	1.0	1.83	2.2	1.54	26	D1 Ti1 Fe1
22430	26	1	22	1.0	2.0	1.0	1.83	2.2	1.54	10	D2 Ti1 Fe1
22431	5	57	77	4.0	1.0	4.0	2.04	1.1	2.2	86	La1 B4 Ir4
22432	44	5	92	4.0	4.0	1.0	2.2	2.04	1.38	142	U1 B4 Ru4
22433	44	5	71	1.0	2.0	1.0	2.2	2.04	1.27	62	Lu1 B2 Ru1
22434	27	1	40	1.0	3.0	1.0	1.88	2.2	1.33	63	D3 Zr1 Co1
22435	93	1	5	1.0	16.0	4.0	1.36	2.2	2.04	137	Np1 B4 H16
22436	15	26	90	12.0	4.0	1.0	2.19	1.83	1.3	204	Th1 Fe4 P12
22437	24	57	7	21.0	6.0	23.0	1.66	1.1	3.04	225	La6 Cr21 N23
22438	72	1	23	1.0	4.0	2.0	1.3	2.2	1.63	88	D4 Hf1 V2
22439	1	11	7	9.0	1.0	3.0	2.2	0.93	3.04	221	Na1 H9 N3
22440	1	5	7	8.0	10.0	4.0	2.2	2.04	3.04	15	B10 H8 N4
22441	40	1	90	2.0	6.0	1.0	1.33	2.2	1.3	227	D6 Th1 Zr2
22442	15	19	5	2.0	3.0	1.0	2.19	0.82	2.04	15	K3 B1 P2
22443	33	5	19	2.0	1.0	3.0	2.18	2.04	0.82	15	K3 B1 As2
22444	15	31	37	2.0	1.0	3.0	2.19	1.81	0.82	61	Rb3 Ga1 P2
22445	55	33	31	3.0	2.0	1.0	0.79	2.18	1.81	14	Cs3 Ga1 As2
22446	55	15	31	6.0	4.0	2.0	0.79	2.19	1.81	14	Cs6 Ga2 P4
22447	33	19	13	8.0	12.0	4.0	2.18	0.82	1.61	2	K12 Al4 As8
22448	55	33	5	3.0	2.0	1.0	0.79	2.18	2.04	15	Cs3 B1 As2
22449	55	15	5	3.0	2.0	1.0	0.79	2.19	2.04	15	Cs3 B1 P2
22450	11	5	15	3.0	1.0	2.0	0.93	2.04	2.19	14	Na3 B1 P2
22451	15	19	13	8.0	12.0	4.0	2.19	0.82	1.61	2	K12 Al4 P8
22452	55	15	13	6.0	4.0	2.0	0.79	2.19	1.61	14	Cs6 Al2 P4
22453	51	37	31	2.0	2.0	1.0	2.05	0.82	1.81	62	Rb2 Ga1 Sb2
22454	11	33	49	3.0	2.0	1.0	0.93	2.18	1.78	14	Na3 In1 As2
22455	11	49	51	3.0	1.0	2.0	0.93	1.78	2.05	14	Na3 In1 Sb2
22456	33	19	31	2.0	2.0	1.0	2.18	0.82	1.81	14	K2 Ga1 As2
22457	33	37	31	2.0	2.0	1.0	2.18	0.82	1.81	14	Rb2 Ga1 As2
22458	15	19	31	2.0	2.0	1.0	2.19	0.82	1.81	14	K2 Ga1 P2
22459	11	49	15	3.0	1.0	2.0	0.93	1.78	2.19	14	Na3 In1 P2
22460	15	19	49	3.0	6.0	1.0	2.19	0.82	1.78	2	K6 In1 P3
22461	55	51	31	2.0	2.0	1.0	0.79	2.05	1.81	62	Cs2 Ga1 Sb2
22462	51	19	13	4.0	1.0	1.0	2.05	0.82	1.61	62	K1 Al1 Sb4
22463	51	19	31	4.0	1.0	1.0	2.05	0.82	1.81	62	K1 Ga1 Sb4
22464	11	49	51	2.0	2.0	3.0	0.93	1.78	2.05	14	Na2 In2 Sb3
22465	11	33	13	2.0	3.0	2.0	0.93	2.18	1.61	14	Na2 Al2 As3
22466	11	33	31	2.0	3.0	2.0	0.93	2.18	1.81	14	Na2 Ga2 As3
22467	33	19	31	3.0	2.0	2.0	2.18	0.82	1.81	14	K2 Ga2 As3
22468	51	19	31	3.0	2.0	2.0	2.05	0.82	1.81	14	K2 Ga2 Sb3
22469	51	19	49	3.0	2.0	2.0	2.05	0.82	1.78	14	K2 In2 Sb3
22470	33	19	49	3.0	2.0	2.0	2.18	0.82	1.78	14	K2 In2 As3
22471	33	19	49	3.0	3.0	2.0	2.18	0.82	1.78	64	K3 In2 As3
22472	51	19	31	2.0	1.0	1.0	2.05	0.82	1.81	64	K1 Ga1 Sb2
22473	20	13	31	1.0	1.0	1.0	1.0	1.61	1.81	74	Ca1 Al1 Ga1
22474	20	13	31	1.0	2.0	2.0	1.0	1.61	1.81	139	Ca1 Al2 Ga2
22475	33	19	49	3.0	6.0	1.0	2.18	0.82	1.78	2	K6 In1 As3
22476	15	31	11	3.0	1.0	6.0	2.19	1.81	0.93	2	Na6 Ga1 P3
22477	11	33	31	6.0	3.0	1.0	0.93	2.18	1.81	2	Na6 Ga1 As3
22478	55	51	13	6.0	3.0	1.0	0.79	2.05	1.61	11	Cs6 Al1 Sb3
22479	55	33	49	6.0	3.0	1.0	0.79	2.18	1.78	11	Cs6 In1 As3
22480	55	15	49	12.0	8.0	4.0	0.79	2.19	1.78	2	Cs12 In4 P8
