	Z1	Z2	Z3	n1	n2	n3	Eneg1	Eneg2	Eneg3	Sp_gr	Formulae	Volume
4450	5	83	8	6.0	8.0	24.0	2.04	2.02	3.44	220	Bi8 B6 O24	470.307314287
4451	5	67	8	2.0	2.0	6.0	2.04	1.23	3.44	167	Ho2 B2 O6	119.955851607
4452	39	5	8	2.0	6.0	12.0	1.22	2.04	3.44	15	Y2 B6 O12	197.207366832
4453	5	58	77	4.0	4.0	10.0	2.04	1.12	2.2	166	Ce4 B4 Ir10	278.141208733
4454	5	8	23	1.0	4.0	1.0	2.04	3.44	1.63	82	V1 B1 O4	87.5154056557
4455	1	5	7	20.0	12.0	2.0	2.2	2.04	3.04	202	B12 H20 N2	332.104589006
4456	39	5	8	4.0	12.0	24.0	1.22	2.04	3.44	29	Y4 B12 O24	349.142274545
4457	5	56	8	4.0	6.0	12.0	2.04	0.89	3.44	167	Ba6 B4 O12	370.106441062
4458	5	83	8	6.0	4.0	18.0	2.04	2.02	3.44	174	Bi4 B6 O18	318.026964749
4459	5	71	26	2.0	1.0	2.0	2.04	1.27	1.83	139	Lu1 Fe2 B2	55.5615963749
4460	28	5	57	5.0	4.0	2.0	1.91	2.04	1.1	12	La2 Ni5 B4	140.357166388
4461	5	8	23	4.0	16.0	4.0	2.04	3.44	1.63	14	V4 B4 O16	272.3852314
4462	5	83	8	4.0	4.0	14.0	2.04	2.02	3.44	2	Bi4 B4 O14	274.485825883
4463	5	29	77	4.0	4.0	4.0	2.04	1.9	2.2	43	Cu4 B4 Ir4	143.312474324
4464	5	67	8	8.0	18.0	38.0	2.04	1.23	3.44	2	Ho18 B8 O38	819.766608422
4465	5	56	77	12.0	7.0	12.0	2.04	0.89	2.2	166	Ba7 B12 Ir12	580.8504283
4466	39	24	5	4.0	4.0	16.0	1.22	1.66	2.04	55	Y4 Cr4 B16	234.642812343
4467	30	5	45	10.0	6.0	14.0	1.65	2.04	2.28	51	Zn10 B6 Rh14	377.333160962
4468	5	8	57	8.0	51.0	26.0	2.04	3.44	1.1	1	La26 B8 O51	1313.07900057
4469	1	5	37	12.0	12.0	2.0	2.2	2.04	0.82	202	Rb2 B12 H12	324.695565
4470	16	5	62	12.0	4.0	4.0	2.58	2.04	1.17	33	Sm4 B4 S12	399.894104575
4471	27	5	60	8.0	2.0	2.0	1.88	2.04	1.14	191	Nd2 Co8 B2	153.953046955
4472	38	5	45	2.0	4.0	4.0	0.95	2.04	2.28	70	Sr2 B4 Rh4	154.149624545
4473	5	67	8	8.0	4.0	18.0	2.04	1.23	3.44	2	Ho4 B8 O18	279.994944336
4474	5	50	77	6.0	8.0	14.0	2.04	1.96	2.2	176	Sn8 B6 Ir14	434.186350413
4475	28	5	92	21.0	6.0	2.0	1.91	2.04	1.38	225	U2 Ni21 B6	300.443080215
4476	21	5	76	2.0	8.0	6.0	1.36	2.04	2.2	63	Sc2 B8 Os6	173.134262617
4477	59	5	27	2.0	8.0	8.0	1.13	2.04	1.88	86	Pr2 Co8 B8	190.000057714
4478	28	5	40	21.0	6.0	2.0	1.91	2.04	1.33	225	Zr2 Ni21 B6	296.657918802
4479	65	5	27	1.0	2.0	3.0	0.0	2.04	1.88	191	Tb1 Co3 B2	65.7370365276
4480	5	8	23	6.0	24.0	6.0	2.04	3.44	1.63	2	V6 B6 O24	438.401046748
4481	5	8	23	4.0	24.0	12.0	2.04	3.44	1.63	62	V12 B4 O24	403.993577796
4482	5	8	23	2.0	18.0	10.0	2.04	3.44	1.63	36	V10 B2 O18	411.549670883
4483	12	5	78	16.0	2.0	8.0	1.31	2.04	2.28	227	Mg16 B2 Pt8	469.091171219
4484	5	8	57	12.0	30.0	8.0	2.04	3.44	1.1	15	La8 B12 O30	545.510205558
4485	5	56	8	8.0	8.0	20.0	2.04	0.89	3.44	14	Ba8 B8 O20	607.307020462
4486	5	83	8	4.0	20.0	40.0	2.04	2.02	3.44	14	Bi20 B4 O40	1029.22315796
4487	5	83	8	14.0	6.0	24.0	2.04	2.02	3.44	2	Bi6 B14 O24	578.623408671
4488	44	5	92	24.0	16.0	8.0	2.2	2.04	1.38	191	U8 B16 Ru24	626.726038232
4489	39	5	45	1.0	1.0	3.0	1.22	2.04	2.28	221	Y1 B1 Rh3	74.8986999785
4490	39	5	46	4.0	10.0	28.0	1.22	2.04	2.2	141	Y4 B10 Pd28	593.410455707
4491	44	5	69	4.0	16.0	4.0	2.2	2.04	1.25	55	Tm4 B16 Ru4	239.476534546
4492	16	5	65	12.0	4.0	4.0	2.58	2.04	0.0	33	Tb4 B4 S12	387.406896969
4493	5	83	8	2.0	24.0	39.0	2.04	2.02	3.44	1	Bi24 B2 O39	1041.45376845
4494	5	8	3	8.0	32.0	40.0	2.04	3.44	0.98	61	Li40 B8 O32	668.958577294
4495	39	5	78	3.0	3.0	6.0	1.22	2.04	2.28	180	Y3 B3 Pt6	198.864906161
4496	5	78	31	8.0	18.0	6.0	2.04	2.28	1.81	190	Ga6 B8 Pt18	441.131419422
4497	5	26	66	4.0	56.0	8.0	2.04	1.83	1.22	136	Dy8 Fe56 B4	906.90836601
4498	1	5	7	28.0	12.0	4.0	2.2	2.04	3.04	14	B12 H28 N4	462.356598479
4499	5	8	62	20.0	48.0	12.0	2.04	3.44	1.17	62	Sm12 B20 O48	929.894579008
4500	5	8	48	24.0	48.0	12.0	2.04	3.44	1.69	33	Cd12 B24 O48	834.028337021
4501	27	5	92	14.0	4.0	6.0	1.88	2.04	1.38	194	U6 Co14 B4	295.765346822
4502	1	5	4	64.0	16.0	8.0	2.2	2.04	1.57	110	Be8 B16 H64	851.965469945
4503	5	67	8	12.0	12.0	36.0	2.04	1.23	3.44	2	Ho12 B12 O36	620.027112989
4504	5	67	8	4.0	4.0	12.0	2.04	1.23	3.44	2	Ho4 B4 O12	223.983139652
4505	5	8	3	8.0	18.0	12.0	2.04	3.44	0.98	2	Li12 B8 O18	396.143946384
4506	5	26	90	20.0	2.0	4.0	2.04	1.83	1.3	55	Th4 Fe2 B20	264.731802857
4507	12	5	8	8.0	8.0	20.0	1.31	2.04	3.44	14	Mg8 B8 O20	354.550919792
4508	6	5	29	1.0	2.0	2.0	2.55	2.04	1.9	8	Cu2 B2 C1	65.5072897005
4509	5	27	8	4.0	4.0	12.0	2.04	1.88	3.44	9	Co4 B4 O12	231.932907209
4510	5	27	8	2.0	2.0	6.0	2.04	1.88	3.44	2	Co2 B2 O6	119.669112915
4511	5	58	77	4.0	2.0	4.0	2.04	1.12	2.2	70	Ce2 B4 Ir4	151.194867488
4512	64	28	5	3.0	19.0	10.0	1.2	1.91	2.04	12	Gd3 Ni19 B10	328.564651177
4513	39	75	5	4.0	4.0	16.0	1.22	1.9	2.04	55	Y4 Re4 B16	251.082916925
4514	28	5	71	14.0	4.0	6.0	1.91	2.04	1.27	194	Lu6 Ni14 B4	304.055884193
4515	28	5	70	13.0	2.0	3.0	1.91	2.04	0.0	191	Yb3 Ni13 B2	223.695921246
4516	64	28	5	4.0	4.0	16.0	1.2	1.91	2.04	139	Gd4 Ni4 B16	244.959073271
4517	75	5	69	2.0	14.0	6.0	1.9	2.04	1.25	63	Tm6 Re2 B14	252.365546764
4518	59	5	8	4.0	4.0	12.0	1.13	2.04	3.44	62	Pr4 B4 O12	244.780541852
4519	28	5	71	4.0	16.0	4.0	1.91	2.04	1.27	55	Lu4 Ni4 B16	222.504268467
4520	5	92	74	16.0	4.0	4.0	2.04	1.38	2.36	55	U4 B16 W4	252.10973233
4521	5	83	8	10.0	6.0	21.0	2.04	2.02	3.44	2	Bi6 B10 O21	502.15815712
4522	5	69	8	12.0	8.0	30.0	2.04	1.25	3.44	15	Tm8 B12 O30	475.391514287
4523	1	5	8	18.0	6.0	18.0	2.2	2.04	3.44	145	B6 H18 O18	409.908908704
4524	5	78	3	3.0	9.0	3.0	2.04	2.28	0.98	189	Li3 B3 Pt9	211.804536566
4525	5	73	7	1.0	2.0	3.0	2.04	1.5	3.04	191	Ta2 B1 N3	72.157318047
4526	59	16	5	4.0	12.0	4.0	1.13	2.58	2.04	33	Pr4 B4 S12	416.577802972
4527	5	76	70	16.0	4.0	4.0	2.04	2.2	0.0	55	Yb4 B16 Os4	242.648797911
4528	64	5	26	4.0	16.0	4.0	1.2	2.04	1.83	55	Gd4 Fe4 B16	231.646062661
4529	5	45	67	1.0	3.0	1.0	2.04	2.28	1.23	221	Ho1 B1 Rh3	74.1504080782
4530	55	1	5	2.0	12.0	12.0	0.79	2.2	2.04	202	Cs2 B12 H12	372.242321373
4531	64	5	25	4.0	16.0	4.0	1.2	2.04	1.55	55	Gd4 Mn4 B16	233.956414921
4532	75	5	27	4.0	4.0	4.0	1.9	2.04	1.88	62	Co4 Re4 B4	120.525774178
4533	5	27	74	2.0	1.0	2.0	2.04	1.88	2.36	71	Co1 B2 W2	51.9634674053
4534	5	27	62	6.0	14.0	4.0	2.04	1.88	1.17	191	Sm4 Co14 B6	283.45983219
4535	5	70	8	20.0	12.0	48.0	2.04	0.0	3.44	53	Yb12 B20 O48	769.433238137
4536	5	70	8	6.0	6.0	18.0	2.04	0.0	3.44	193	Yb6 B6 O18	347.876161884
4537	5	70	8	2.0	2.0	6.0	2.04	0.0	3.44	167	Yb2 B2 O6	126.122805557
4538	5	8	23	4.0	20.0	10.0	2.04	3.44	1.63	55	V10 B4 O20	365.695115932
4539	5	58	7	6.0	6.0	12.0	2.04	1.12	3.04	2	Ce6 B6 N12	287.243458749
4540	59	5	8	16.0	40.0	84.0	1.13	2.04	3.44	14	Pr16 B40 O84	1364.70120469
4541	5	71	8	8.0	4.0	18.0	2.04	1.27	3.44	2	Lu4 B8 O18	270.852665771
4542	93	1	5	2.0	32.0	8.0	1.36	2.2	2.04	137	Np2 B8 H32	480.441142403
4543	5	83	8	4.0	12.0	24.0	2.04	2.02	3.44	62	Bi12 B4 O24	605.534909355
4544	5	69	8	2.0	2.0	6.0	2.04	1.25	3.44	40	Tm2 B2 O6	116.355529431
4545	5	67	8	6.0	6.0	18.0	2.04	1.23	3.44	63	Ho6 B6 O18	331.560068976
4546	5	70	8	8.0	2.0	14.0	2.04	0.0	3.44	31	Yb2 B8 O14	196.330210565
4547	5	72	8	8.0	4.0	20.0	2.04	1.3	3.44	14	Hf4 B8 O20	276.7677017
4548	5	83	8	16.0	4.0	30.0	2.04	2.02	3.44	4	Bi4 B16 O30	628.665287289
4549	5	50	9	4.0	8.0	28.0	2.04	1.96	3.98	14	Sn8 B4 F28	704.555525632
4550	5	8	3	8.0	28.0	32.0	2.04	3.44	0.98	14	Li32 B8 O28	536.655470505
4551	5	8	68	12.0	30.0	8.0	2.04	3.44	1.24	15	Er8 B12 O30	477.467556241
4552	5	83	8	2.0	4.0	10.0	2.04	2.02	3.44	36	Bi4 B2 O10	212.509691422
4553	5	8	23	2.0	6.0	2.0	2.04	3.44	1.63	167	V2 B2 O6	94.0410097793
4554	5	50	8	4.0	4.0	12.0	2.04	1.96	3.44	9	Sn4 B4 O12	292.227432556
4555	5	71	8	12.0	8.0	30.0	2.04	1.27	3.44	15	Lu8 B12 O30	469.437387384
4556	5	8	57	20.0	48.0	12.0	2.04	3.44	1.1	62	La12 B20 O48	979.305891305
4557	51	5	8	4.0	4.0	12.0	2.05	2.04	3.44	2	B4 Sb4 O12	313.276616281
4558	30	5	8	12.0	6.0	21.0	1.65	2.04	3.44	5	Zn12 B6 O21	527.919725061
4559	5	83	8	1.0	25.0	39.0	2.04	2.02	3.44	1	Bi25 B1 O39	1197.44429873
4560	5	71	8	6.0	4.0	15.0	2.04	1.27	3.44	146	Lu4 B6 O15	344.949321832
4561	5	8	48	6.0	13.0	4.0	2.04	3.44	1.69	217	Cd4 B6 O13	245.740027069
4562	6	5	60	2.0	2.0	4.0	2.55	2.04	1.14	12	Nd4 B2 C2	174.854365825
4563	1	5	37	40.0	40.0	8.0	2.2	2.04	0.82	14	Rb8 B40 H40	1171.89458932
4564	5	8	62	8.0	18.0	4.0	2.04	3.44	1.17	2	Sm4 B8 O18	295.069296093
4565	39	5	8	4.0	20.0	36.0	1.22	2.04	3.44	14	Y4 B20 O36	575.25053334
4566	41	5	8	4.0	20.0	40.0	1.6	2.04	3.44	14	Nb4 B20 O40	836.63386215
4567	5	8	66	2.0	6.0	2.0	2.04	3.44	1.22	40	Dy2 B2 O6	120.537082739
4568	5	52	8	8.0	4.0	24.0	2.04	2.1	3.44	14	B8 Te4 O24	496.612469895
4569	42	5	66	4.0	16.0	4.0	2.16	2.04	1.22	55	Dy4 B16 Mo4	254.733797977
4570	39	5	8	2.0	2.0	6.0	1.22	2.04	3.44	40	Y2 B2 O6	121.225473207
4571	55	1	5	2.0	16.0	6.0	0.79	2.2	2.04	40	Cs2 B6 H16	298.623558164
4572	6	5	70	8.0	16.0	8.0	2.55	2.04	0.0	135	Yb8 B16 C8	347.209408978
4573	1	5	35	48.0	40.0	8.0	2.2	2.04	2.96	14	B40 H48 Br8	1198.51092626
4574	17	5	77	1.0	2.0	1.0	3.16	2.04	2.2	225	B2 Ir1 Cl1	46.3089116817
4575	5	35	46	1.0	1.0	2.0	2.04	2.96	2.2	216	B1 Pd2 Br1	63.0702937007
4576	39	5	26	2.0	1.0	1.0	1.22	2.04	1.83	216	Y2 Fe1 B1	67.1533187757
4577	38	5	45	5.0	10.0	14.0	0.95	2.04	2.28	69	Sr5 B10 Rh14	409.131557625
4578	39	5	45	2.0	8.0	8.0	1.22	2.04	2.28	137	Y2 B8 Rh8	213.603723265
4579	6	5	60	4.0	4.0	2.0	2.55	2.04	1.14	127	Nd2 B4 C4	111.326549313
4580	1	5	11	24.0	24.0	4.0	2.2	2.04	0.93	14	Na4 B24 H24	508.041031904
4581	5	83	8	8.0	4.0	20.0	2.04	2.02	3.44	15	Bi4 B8 O20	393.787405158
4582	6	5	90	3.0	2.0	3.0	2.55	2.04	1.3	10	Th3 B2 C3	128.734112887
4583	6	5	65	3.0	2.0	2.0	2.55	2.04	0.0	65	Tb2 B2 C3	83.4944473804
4584	28	5	68	3.0	6.0	2.0	1.91	2.04	1.24	65	Er2 Ni3 B6	114.281001303
4585	44	5	57	8.0	8.0	2.0	2.2	2.04	1.1	86	La2 B8 Ru8	231.677636415
4586	5	27	71	24.0	4.0	8.0	2.04	1.88	1.27	55	Lu8 Co4 B24	354.968522308
4587	68	5	23	4.0	16.0	4.0	1.24	2.04	1.63	55	Er4 V4 B16	237.059479532
4588	28	12	5	20.0	3.0	6.0	1.91	1.31	2.04	225	Mg3 Ni20 B6	294.102134597
4589	5	27	90	20.0	2.0	4.0	2.04	1.88	1.3	55	Th4 Co2 B20	263.401000544
4590	42	5	6	4.0	2.0	2.0	2.16	2.04	2.55	63	B2 Mo4 C2	84.0722166532
4591	44	5	38	14.0	16.0	4.0	2.2	2.04	0.95	84	Sr4 B16 Ru14	427.189373388
4592	30	5	77	2.0	6.0	8.0	1.65	2.04	2.2	47	Zn2 B6 Ir8	188.221363902
4593	5	8	29	12.0	24.0	6.0	2.04	3.44	1.9	122	Cu6 B12 O24	382.058847142
4594	14	5	23	2.0	4.0	10.0	1.9	2.04	1.63	140	V10 Si2 B4	180.005589158
4595	5	27	58	2.0	8.0	2.0	2.04	1.88	1.12	191	Ce2 Co8 B2	149.175754296
4596	5	56	77	2.0	1.0	2.0	2.04	0.89	2.2	139	Ba1 B2 Ir2	90.5877205244
4597	5	71	26	24.0	8.0	4.0	2.04	1.27	1.83	55	Lu8 Fe4 B24	352.63500241
4598	6	5	90	8.0	8.0	8.0	2.55	2.04	1.3	91	Th8 B8 C8	362.216585161
4599	5	27	66	6.0	14.0	4.0	2.04	1.88	1.22	191	Dy4 Co14 B6	278.570056504
4600	5	70	26	16.0	4.0	4.0	2.04	0.0	1.83	55	Yb4 Fe4 B16	223.448422814
4601	5	65	23	16.0	4.0	4.0	2.04	0.0	1.63	55	Tb4 V4 B16	242.548807703
4602	1	5	3	30.0	30.0	6.0	2.2	2.04	0.98	181	Li6 B30 H30	641.486458223
4603	5	27	58	4.0	11.0	3.0	2.04	1.88	1.12	191	Ce3 Co11 B4	215.350733234
4604	41	5	26	3.0	6.0	20.0	1.6	2.04	1.83	225	Nb3 Fe20 B6	308.001991977
4605	5	65	26	4.0	8.0	56.0	2.04	0.0	1.83	136	Tb8 Fe56 B4	910.425561038
4606	6	5	60	48.0	36.0	40.0	2.55	2.04	1.14	92	Nd40 B36 C48	1812.00933354
4607	28	5	62	14.0	4.0	6.0	1.91	2.04	1.17	194	Sm6 Ni14 B4	332.434342771
4608	75	5	67	2.0	14.0	6.0	1.9	2.04	1.23	63	Ho6 Re2 B14	258.231698823
4609	5	67	23	16.0	4.0	4.0	2.04	1.23	1.63	55	Ho4 V4 B16	238.662240429
4610	5	65	26	14.0	6.0	2.0	2.04	0.0	1.83	63	Tb6 Fe2 B14	253.384285075
4611	14	5	3	4.0	24.0	4.0	1.9	2.04	0.98	64	Li4 Si4 B24	283.437050125
4612	5	76	71	16.0	4.0	4.0	2.04	2.2	1.27	55	Lu4 B16 Os4	239.464776707
4613	5	91	8	1.0	1.0	3.0	2.04	1.5	3.44	221	Pa1 B1 O3	47.415704181
4614	14	5	8	2.0	2.0	5.0	1.9	2.04	3.44	123	Si2 B2 O5	78.8886450661
4615	44	5	67	4.0	16.0	4.0	2.2	2.04	1.23	55	Ho4 B16 Ru4	242.950239476
4616	59	5	76	2.0	4.0	4.0	1.13	2.04	2.2	70	Pr2 B4 Os4	153.804873237
4617	59	44	5	2.0	4.0	4.0	1.13	2.2	2.04	70	Pr2 B4 Ru4	151.153864457
4618	64	5	25	6.0	14.0	2.0	1.2	2.04	1.55	63	Gd6 Mn2 B14	257.036868698
4619	5	67	74	16.0	4.0	4.0	2.04	1.23	2.36	55	Ho4 B16 W4	254.386166769
4620	75	5	67	4.0	16.0	4.0	1.9	2.04	1.23	55	Ho4 Re4 B16	248.373129308
4621	32	5	8	1.0	1.0	3.0	2.01	2.04	3.44	221	Ge1 B1 O3	39.5591510485
4622	28	5	65	4.0	16.0	4.0	1.91	2.04	0.0	139	Tb4 Ni4 B16	243.206893858
4623	28	5	92	4.0	16.0	4.0	1.91	2.04	1.38	139	U4 Ni4 B16	236.182791499
4624	5	67	25	16.0	4.0	4.0	2.04	1.23	1.55	55	Ho4 Mn4 B16	227.962825312
4625	75	5	62	6.0	12.0	4.0	1.9	2.04	1.17	15	Sm4 Re6 B12	272.18848585
4626	5	76	62	4.0	4.0	2.0	2.04	2.2	1.17	70	Sm2 B4 Os4	150.436316913
4627	5	34	29	2.0	4.0	2.0	2.04	2.55	1.9	122	Cu2 B2 Se4	137.959140573
4628	28	5	31	20.0	6.0	3.0	1.91	2.04	1.81	225	Ga3 Ni20 B6	289.303575281
4629	93	5	8	1.0	1.0	3.0	1.36	2.04	3.44	221	Np1 B1 O3	45.7006274204
4630	44	5	70	4.0	16.0	4.0	2.2	2.04	0.0	55	Yb4 B16 Ru4	242.021858868
4631	39	5	76	4.0	16.0	4.0	1.22	2.04	2.2	55	Y4 B16 Os4	246.941285221
4632	28	5	62	4.0	16.0	4.0	1.91	2.04	1.17	139	Sm4 Ni4 B16	249.860263002
4633	44	5	62	4.0	4.0	2.0	2.2	2.04	1.17	70	Sm2 B4 Ru4	148.014331119
4634	5	65	77	8.0	2.0	8.0	2.04	0.0	2.2	86	Tb2 B8 Ir8	233.227263821
4635	76	5	69	4.0	16.0	4.0	2.2	2.04	1.25	55	Tm4 B16 Os4	241.566524634
4636	41	5	6	8.0	6.0	4.0	1.6	2.04	2.55	63	Nb8 B6 C4	194.56976029
4637	60	5	45	2.0	8.0	8.0	1.14	2.04	2.28	137	Nd2 B8 Rh8	218.238334198
4638	44	5	66	4.0	16.0	4.0	2.2	2.04	1.22	55	Dy4 B16 Ru4	244.807442656
4639	6	5	7	3.0	2.0	6.0	2.55	2.04	3.04	12	B2 C3 N6	128.46516077
4640	6	5	7	12.0	8.0	24.0	2.55	2.04	3.04	2	B8 C12 N24	279.095162353
4641	5	57	17	4.0	4.0	5.0	2.04	1.1	3.16	12	La4 B4 Cl5	290.558209133
4642	6	5	71	4.0	3.0	4.0	2.55	2.04	1.27	2	Lu4 B3 C4	139.641335735
4643	56	8	22	1.0	3.0	1.0	0.89	3.44	1.54	123	Ba1 Ti1 O3	85.1642052386
4644	77	56	8	6.0	4.0	18.0	2.2	0.89	3.44	197	Ba4 Ir6 O18	437.86344831
4645	51	30	56	8.0	8.0	4.0	2.05	1.65	0.89	62	Ba4 Zn8 Sb8	574.683090889
4646	16	56	23	6.0	2.0	2.0	2.58	0.89	1.63	194	Ba2 V2 S6	225.832803785
4647	14	56	3	2.0	2.0	4.0	1.9	0.89	0.98	59	Ba2 Li4 Si2	199.057727548
4648	72	56	8	6.0	8.0	20.0	1.3	0.89	3.44	64	Ba8 Hf6 O20	537.911169721
4649	51	56	7	2.0	6.0	2.0	2.05	0.89	3.04	194	Ba6 Sb2 N2	343.916021054
4650	15	56	17	1.0	2.0	1.0	2.19	0.89	3.16	166	Ba2 P1 Cl1	145.528521862
4651	8	56	29	2.0	1.0	1.0	3.44	0.89	1.9	123	Ba1 Cu1 O2	62.8082059225
4652	56	8	22	3.0	15.0	6.0	0.89	3.44	1.54	12	Ba3 Ti6 O15	315.810444063
4653	82	56	8	2.0	2.0	6.0	2.33	0.89	3.44	12	Ba2 Pb2 O6	165.491561765
4654	16	56	8	4.0	4.0	16.0	2.58	0.89	3.44	62	Ba4 S4 O16	364.683863021
4655	24	56	7	2.0	6.0	6.0	1.66	0.89	3.04	176	Ba6 Cr2 N6	338.602230033
4656	32	56	7	10.0	12.0	4.0	2.01	0.89	3.04	59	Ba12 Ge10 N4	786.836763337
4657	42	56	8	2.0	2.0	8.0	2.16	0.89	3.44	88	Ba2 Mo2 O8	211.155244805
4658	8	56	74	8.0	2.0	2.0	3.44	0.89	2.36	88	Ba2 W2 O8	212.365381214
4659	4	56	7	4.0	2.0	4.0	1.57	0.89	3.04	140	Ba2 Be4 N4	137.150684802
4660	21	52	56	8.0	16.0	4.0	1.36	2.1	0.89	62	Ba4 Sc8 Te16	914.399592619
4661	52	56	8	2.0	2.0	6.0	2.1	0.89	3.44	11	Ba2 Te2 O6	196.345146424
4662	15	56	50	16.0	12.0	8.0	2.19	0.89	1.96	14	Ba12 Sn8 P16	1136.88038373
4663	91	56	8	1.0	1.0	3.0	1.5	0.89	3.44	221	Ba1 Pa1 O3	91.7900878128
4664	56	8	26	1.0	3.0	1.0	0.89	3.44	1.83	221	Ba1 Fe1 O3	65.6920892339
4665	6	56	8	4.0	4.0	12.0	2.55	0.89	3.44	62	Ba4 C4 O12	319.711428663
4666	56	8	94	1.0	3.0	1.0	0.89	3.44	1.28	221	Ba1 Pu1 O3	85.9199571173
4667	8	56	90	3.0	1.0	1.0	3.44	0.89	1.3	221	Ba1 Th1 O3	97.3433283151
4668	8	56	58	3.0	1.0	1.0	3.44	0.89	1.12	221	Ba1 Ce1 O3	89.5661715545
4669	56	46	83	2.0	4.0	4.0	0.89	2.2	2.02	11	Ba2 Bi4 Pd4	273.18547963
4670	32	56	3	8.0	4.0	4.0	2.01	0.89	0.98	62	Ba4 Li4 Ge8	418.243006232
4671	28	56	15	2.0	1.0	4.0	1.91	0.89	2.19	139	Ba1 Ni2 P4	125.049999865
4672	59	56	8	4.0	4.0	12.0	1.13	0.89	3.44	62	Ba4 Pr4 O12	379.29138798
4673	59	56	8	1.0	1.0	3.0	1.13	0.89	3.44	221	Ba1 Pr1 O3	96.7321666858
4674	82	56	31	1.0	5.0	5.0	2.33	0.89	1.81	187	Ba5 Ga5 Pb1	355.158595072
4675	56	37	7	4.0	2.0	30.0	0.89	0.82	3.04	13	Rb2 Ba4 N30	595.870725851
4676	15	56	3	2.0	2.0	2.0	2.19	0.89	0.98	194	Ba2 Li2 P2	155.66183071
4677	3	56	7	8.0	16.0	8.0	0.98	0.89	3.04	137	Ba16 Li8 N8	1059.85314324
4678	82	56	8	1.0	1.0	3.0	2.33	0.89	3.44	221	Ba1 Pb1 O3	83.0086037612
4679	3	56	7	2.0	6.0	2.0	0.98	0.89	3.04	194	Ba6 Li2 N2	413.086632916
4680	70	56	50	8.0	8.0	24.0	0.0	0.89	1.96	64	Yb8 Ba8 Sn24	1327.89992768
4681	11	14	56	2.0	46.0	6.0	0.93	1.9	0.89	223	Ba6 Na2 Si46	1101.49827673
4682	77	56	8	1.0	1.0	3.0	2.2	0.89	3.44	221	Ba1 Ir1 O3	67.6123957375
4683	53	20	56	8.0	2.0	2.0	2.66	1.0	0.89	74	Ba2 Ca2 I8	605.758851497
4684	28	56	8	2.0	2.0	6.0	1.91	0.89	3.44	194	Ba2 Ni2 O6	136.578006595
4685	51	56	78	1.0	1.0	1.0	2.05	0.89	2.28	187	Ba1 Sb1 Pt1	91.4551503333
4686	48	83	56	8.0	14.0	11.0	1.69	2.02	0.89	1	Ba11 Cd8 Bi14	1243.98329899
4687	24	56	8	4.0	8.0	16.0	1.66	0.89	3.44	33	Ba8 Cr4 O16	498.940449206
4688	41	56	8	8.0	2.0	11.0	1.6	0.89	3.44	139	Ba2 Nb8 O11	297.614194641
4689	24	56	8	2.0	3.0	8.0	1.66	0.89	3.44	166	Ba3 Cr2 O8	213.665519869
4690	53	56	8	4.0	4.0	2.0	2.66	0.89	3.44	72	Ba4 I4 O2	377.300203
4691	8	56	35	2.0	8.0	12.0	3.44	0.89	2.96	186	Ba8 Br12 O2	770.052748541
4692	8	56	58	14.0	8.0	4.0	3.44	0.89	1.12	64	Ba8 Ce4 O14	542.073184939
4693	81	56	80	8.0	4.0	8.0	1.62	0.89	2.0	136	Ba4 Tl8 Hg8	641.013467843
4694	56	8	23	2.0	22.0	12.0	0.89	3.44	1.63	186	Ba2 V12 O22	413.76367584
4695	14	56	8	4.0	4.0	12.0	1.9	0.89	3.44	19	Ba4 Si4 O12	335.464721781
4696	25	56	8	4.0	4.0	12.0	1.55	0.89	3.44	194	Ba4 Mn4 O12	269.592916657
4697	14	56	8	4.0	8.0	16.0	1.9	0.89	3.44	62	Ba8 Si4 O16	465.754325335
4698	28	56	8	2.0	2.0	4.0	1.91	0.89	3.44	63	Ba2 Ni2 O4	129.771342615
4699	51	56	48	2.0	1.0	2.0	2.05	0.89	1.69	164	Ba1 Cd2 Sb2	168.050557947
4700	56	35	9	2.0	2.0	2.0	0.89	2.96	3.98	129	Ba2 Br2 F2	158.565285912
4701	56	35	17	4.0	4.0	4.0	0.89	2.96	3.16	62	Ba4 Br4 Cl4	425.546010006
4702	56	40	9	2.0	2.0	12.0	0.89	1.33	3.98	67	Ba2 Zr2 F12	252.010498625
4703	92	56	8	4.0	4.0	16.0	1.38	0.89	3.44	57	Ba4 U4 O16	400.890267166
4704	15	56	46	2.0	1.0	2.0	2.19	0.89	2.2	123	Ba1 P2 Pd2	106.468102788
4705	71	56	8	4.0	3.0	9.0	1.27	0.89	3.44	146	Ba3 Lu4 O9	262.894814893
4706	16	56	31	14.0	2.0	8.0	2.58	0.89	1.81	31	Ba2 Ga8 S14	574.136670117
4707	25	56	9	4.0	4.0	20.0	1.55	0.89	3.98	19	Ba4 Mn4 F20	426.471905182
4708	15	56	48	2.0	1.0	2.0	2.19	0.89	1.69	164	Ba1 Cd2 P2	131.610386534
4709	15	12	56	2.0	2.0	1.0	2.19	1.31	0.89	164	Ba1 Mg2 P2	127.222882315
4710	41	56	8	4.0	2.0	12.0	1.6	0.89	3.44	14	Ba2 Nb4 O12	262.926937705
4711	56	8	49	3.0	6.0	2.0	0.89	3.44	1.78	139	Ba3 In2 O6	199.248415582
4712	9	56	50	6.0	1.0	1.0	3.98	0.89	1.96	148	Ba1 Sn1 F6	125.990213143
